"year","month","weeks_charted","high","artist","title","genre","bpm","length"
1995,2,18,77,"95 South","Rodeo","Rap",NA,270
1994,11,11,78,"Shaquille O'Neal","Biological Didn't Bother","Rap",NA,297
1994,12,10,78,"Reba McEntire","Till You Love Me","Country",110,220
1995,8,9,79,"Pearl Jam","Jeremy","Rock",NA,286
1995,8,7,80,"BLACKstreet","Tonight's The Night","Rock",NA,255
1995,3,9,81,"Shabba Ranks","Let's Get It On","Reggae",100,252
1995,8,5,81,"Vybe","Warm Summer Daze","R&B",100,254
1995,2,5,81,"Karyn White","Can I Stay With You","Rock",NA,247
1995,3,4,82,"Crystal Waters","What I Need","Electronic",NA,252
1995,8,7,83,"Martin Page","Keeper Of The Flame","Rock",77,357
1995,4,7,83,"Technotronic","Move It To The Rhythm","Electronic",NA,208
1995,8,9,84,"Twinz","Round & Round","Rap",95,218
1995,4,7,84,"Joe Diffie","So Help Me Girl","Country",88,204
1995,10,6,84,"Erick Sermon","Bomdigi","Rap",90,213
1995,4,2,84,"Prince","Purple Medley","Rock",NA,187
1995,10,8,86,"Peter Cetera","Forever Tonight","Rock",105,275
1995,4,10,87,"Billie Ray Martin","Your Loving Arms","Electronic",102,250
1995,9,5,87,"Cyndi Lauper","Hey Now (Girls Just Want To Have Fun)","Rock",NA,216
1995,5,19,87,"Shania Twain","Whose Bed Have Your Boots Been Under","Country",NA,238
1995,9,7,87,"Collin Raye","One Boy, One Girl","Country",114,245
1995,4,2,87,"Barry White","Come On","Rock",93,227
1995,7,5,88,"Ini Kamoze","Listen Me Tic (Woyoi)","Reggae",NA,292
1995,11,4,88,"Bon Jovi","Lie To Me","Rock",80,333
1995,9,10,88,"WC & the MAAD Circle","West Up!","Rap",89,290
1995,9,3,88,"Letters To Cleo","Awake","Rock",128,237
1995,12,2,88,"Prince","Gold","Rock",134,286
1995,2,8,89,"John Waite","How Did I Get By Without You","Rock",88,236
1995,6,6,89,"Spanish Fly","Crimson And Clover","Latin",94,253
1995,11,5,89,"Onyx","Last Dayz","Rap",88,213
1995,10,15,90,"Shania Twain","The Woman In Me (Needs The Man In You) (B-Side of ""(If You're Not..)""","Country",123,292
1995,5,3,90,"Ty Herndon","What Mattered Most","Country",71,221
1995,6,4,91,"Subway","Fire","R&B",126,240
1995,8,3,92,"Tracy Byrd","Walking To Jerusalem","Country",116,201
1995,10,2,92,"David Bowie","The Heart's Filthy Lesson","Rock",89,295
1995,1,6,93,"Aimee Mann","That's Just What You Are","Rock",NA,265
1995,7,5,93,"Portrait","How Deep Is Your Love","Rock",105,227
1995,1,3,93,"Celine Dion","Only One Road","Rock",105,286
1995,5,3,93,"General Public","Rainy Days","Rock",83,245
1995,2,4,94,"Redman","Can't Wait","Rap",90,226
1995,12,5,95,"PM Dawn","Sometimes I Miss You So Much (Dedicated To The Christ Consciousness)","Rap",89,285
1995,4,2,95,"Luther Vandross","Love The One You're With","Rock",95,224
1995,4,2,95,"Luther Vandross","Going In Circles","Rock",117,302
1995,5,2,95,"Immature","I Don't Mind","Rock",139,267
1995,10,2,95,"Mary J. Blige","(You Make Me Feel Like A) Natural Woman","Rock",111,175
1995,8,3,97,"Van Halen","Not Enough","Rock",81,312
1995,7,2,97,"Garbage","Vow","Rock",126,268
1995,1,1,97,"Tag Team","Whoomp! (There It Went)","Rap",130,220
1995,12,4,98,"Quincy Jones","You Put A Move On My Heart","Rock",NA,260
1995,7,2,98,"New Order","Bizarre Love Triangle","Rock",NA,260
1995,7,1,99,"Aaron Neville","Can't Stop My Heart From Loving You (The Rain Song)","Rock",96,254
1995,10,1,99,"Super Cat","Girlstown","Reggae",NA,250
1994,8,33,1,"Boyz II Men","I'll Make Love To You","R&B",71,238
1994,4,30,1,"All-4-One","I Swear","Rock",83,255
1994,1,41,1,"Ace Of Base","The Sign","Rock",97,190
1994,11,27,1,"Boyz II Men","On Bended Knee","R&B",116,325
1993,11,33,1,"Celine Dion","The Power Of Love","Rock",140,286
1994,2,25,1,"R. Kelly","Bump N' Grind","Rock",131,247
1994,5,30,1,"Lisa Loeb & Nine Stories","Stay","Rock",80,180
1993,11,22,1,"Bryan Adams","All For Love","Rock",156,279
1994,9,30,1,"Ini Kamoze","Here Comes The Hotstepper","Reggae",100,244
1994,8,33,2,"Sheryl Crow","All I Wanna Do","Rock",120,246
1994,4,26,2,"Madonna","I'll Remember","Rock",84,253
1994,4,20,2,"Warren G","Regulate","Rap",95,245
1994,5,20,2,"Janet Jackson","Any Time, Any Place","Rock",128,313
1994,9,20,2,"Luther Vandross","Endless Love","Rock",130,250
1994,8,45,3,"Real McCoy","Another Night","Electronic",125,233
1994,1,23,3,"Mariah Carey","Without You","Rock",122,213
1994,6,25,3,"Coolio","Fantastic Voyage","Rap",105,254
1993,10,35,3,"Toni Braxton","Breathe Again","Rock",77,251
1994,1,29,3,"Salt 'N Pepa","Whatta Man","Rap",88,266
1994,3,26,3,"Prince","The Most Beautiful Girl In The World","Rock",92,232
1994,5,42,3,"John Mellencamp","Wild Night","Rock",144,208
1994,10,22,3,"Madonna","Secret","Rock",99,300
1994,7,21,3,"Changing Faces","Stroke You Up","Rock",131,265
1994,10,32,4,"Bon Jovi","Always","Rock",144,285
1994,6,36,4,"Babyface","When Can I See You","Rock",84,220
1994,5,31,4,"Ace Of Base","Don't Turn Around","Rock",95,230
1994,1,24,4,"Crash Test Dummies","Mmm Mmm Mmm Mmm","Rock",92,233
1994,3,26,4,"Enigma","Return To Innocence","Electronic",88,250
1994,5,26,4,"Elton John","Can You Feel The Love Tonight","Rock",121,240
1994,1,22,5,"All-4-One","So Much In Love","Rock",141,208
1994,4,24,5,"Aaliyah","Back And Forth","Rock",93,223
1994,7,26,5,"Immature","Never Lie","Rock",71,240
1994,2,28,6,"Big Mountain","Baby, I Love Your Way","Reggae",73,258
1994,10,28,6,"Brandy","I Wanna Be Down","Rock",86,243
1993,11,24,6,"Michael Bolton","Said I Loved You.. But I Lied","Rock",79,301
1994,9,20,6,"Aaliyah","At Your Best (You Are Love)","Rock",78,288
1994,6,20,6,"Da Brat","Funkdafied","Rap",91,177
1994,4,31,7,"Toni Braxton","You Mean The World To Me","Rock",83,223
1994,1,27,7,"Richard Marx","Now And Forever","Rock",78,213
1993,11,20,7,"Domino","Getto Jam","Rap",86,255
1993,12,17,8,"Snoop Doggy Dogg","What's My Name?","Rap",96,252
1994,10,22,8,"Janet Jackson","You Want This","Rock",111,278
1994,10,22,8,"Janet Jackson","70's Love Groove","Rock",116,345
1994,1,20,8,"Snoop Doggy Dogg","Gin And Juice","Rap",94,221
1993,12,20,8,"Xscape","Understanding","Rap",137,335
1993,10,24,8,"Cranberries, The","Linger","Rock",94,272
1993,11,27,9,"US3","Cantaloop (Flip Fantasia)","Rap",115,278
1993,10,26,9,"Tevin Campbell","Can We Talk","Rock",86,256
1994,3,22,9,"Tevin Campbell","I'm Ready","Rock",91,277
1994,7,20,9,"Warren G","This DJ","Rap",92,205
1994,2,20,9,"Bruce Springsteen","Streets Of Philadelphia","Rock",93,220
1994,8,25,9,"Craig Mack","Flava In Ya Ear","Rap",90,213
1994,5,31,10,"Jon Secada","If You Go","Rock",106,220
1994,1,20,10,"Janet Jackson","Because Of Love","Rock",112,254
1994,1,24,10,"Beck","Loser","Rock",85,226
1994,5,45,11,"Crystal Waters","100x Pure Love","Electronic",119,185
1993,11,29,11,"10,000 Maniacs","Because The Night","Rock",123,220
1994,5,29,11,"Collective Soul","Shine","Rock",75,283
1994,5,21,12,"Mariah Carey","Anytime You Need A Friend","Rock",136,255
1993,10,20,12,"2 Pac","Keep Ya Head Up","Rap",86,266
1994,9,25,13,"Gloria Estefan","Turn The Beat Around","Rock",130,226
1994,5,20,13,"R. Kelly","Your Body's Callin'","Rock",84,274
1994,1,20,13,"Meat Loaf","Rock And Roll Dreams Come Through","Rock",112,311
1993,12,20,14,"Tom Petty and the Heartbreakers","Mary Jane's Last Dance","Rock",84,265
1994,8,27,14,"Four Seasons, The","December 1963 (Oh, What A Night)","Rock",104,368
1994,5,23,14,"Aaron Hall","I Miss You","Rock",120,295
1993,11,20,15,"Jodeci","Cry For You","Rock",57,296
1993,10,23,15,"Babyface","Never Keeping Secrets","Rock",113,252
1994,3,20,15,"Tim McGraw","Indian Outlaw","Country",110,179
1994,8,30,16,"Pretenders, The","I'll Stand By You","Rock",133,240
1994,5,20,17,"Tim McGraw","Don't Take The Girl","Country",102,246
1993,11,20,17,"Culture Beat","Mr. Vain","Electronic",132,257
1994,5,23,17,"Aerosmith","Crazy","Rock",81,315
1994,1,20,17,"Zhane","Groove Thang","Rock",102,235
1994,4,20,18,"SWV","Anything","Rock",94,255
1994,10,21,18,"Barry White","Practice What You Preach","Rock",93,350
1994,8,23,18,"Candlebox","Far Behind","Rock",89,286
1993,11,25,18,"Jimmy Cliff","I Can See Clearly Now","Reggae",120,192
1994,8,20,18,"Elton John","Circle Of Life","Rock",80,284
1994,8,20,18,"Amy Grant","Lucky One","Gospel",92,240
1994,11,6,18,"Pearl Jam","Tremor Christ","Rock",79,250
1994,3,20,19,"Bonnie Raitt","Love Sneakin' Up On You","Rock",94,215
1994,4,21,19,"Joshua Kadison","Beautiful In My Eyes","Rock",71,242
1994,1,20,19,"Eternal","Stay","Rock",98,236
1994,3,20,20,"Heavy D & The Boyz","Got Me Waiting","Rap",90,278
1994,10,20,20,"Ace Of Base","Living In Danger","Rock",102,188
1994,7,19,20,"Richard Marx","The Way She Loves Me","Rock",111,253
1994,6,20,20,"Tevin Campbell","Always In My Heart","Rock",124,265
1994,4,23,20,"Erasure","Always","Rock",103,233
1994,9,20,21,"R.E.M.","What's The Frequency, Kenneth?","Rock",95,235
1994,6,20,21,"Seal","Prayer For The Dying","Rock",99,250
1994,3,20,21,"Babyface","And Our Feelings","Rock",98,232
1994,4,20,22,"General Public","I'll Take You There","Rock",97,237
1994,9,20,22,"Bone Thugs N Harmony","Thuggish Ruggish Bone","Rap",NA,270
1994,7,20,23,"Ice Cube","Bop Gun (One Nation)","Rap",103,284
1993,11,20,23,"Queen Latifah","U.N.I.T.Y.","Rap",94,252
1994,4,19,23,"Celine Dion","Misled","Rock",109,207
1994,1,17,23,"Color Me Badd","Choose","Rock",93,240
1993,12,21,24,"Aerosmith","Amazing","Rock",139,350
1994,1,20,24,"Phil Collins","Everyday","Rock",94,294
1994,2,44,25,"Melissa Etheridge","Come To My Window","Rock",97,225
1993,11,34,25,"Gin Blossoms","Found Out About You","Rock",134,233
1994,3,20,25,"Jodeci","Feenin'","Rock",121,255
1994,5,20,26,"Ahmad","Back In The Day","Rap",80,322
1993,10,22,26,"Joshua Kadison","Jessie","Rock",71,308
1993,10,28,26,"Gabrielle","Dreams","Rock",98,214
1994,5,20,26,"Aretha Franklin","Willing To Forgive","Rock",76,249
1994,3,20,26,"M.C. Hammer","Pumps And A Bump","Rap",106,260
1994,4,19,27,"Domino","Sweet Potatoe Pie","Rap",93,206
1994,8,20,27,"Notorious B.I.G., The","Juicy","Rap",96,300
1994,11,15,28,"Zhane","Shame","Rock",107,247
1994,7,16,29,"Steve Perry","You Better Wait","Rock",114,225
1994,11,20,29,"Mary J. Blige","Be Happy","Rock",141,337
1994,2,20,30,"Ice Cube","You Know How We Do It","Rap",92,230
1994,8,14,31,"Prince","Letitgo","Rock",86,252
1994,1,15,31,"Tony! Toni! Toné!","(Lay Your Head On My) Pillow","Rock",79,212
1994,10,14,31,"Eagles","Get Over It","Rock",82,210
1994,1,20,32,"Ce Ce Peniston","I'm In The Mood","Rock",102,244
1994,3,15,32,"Michael Bolton","Completely","Rock",114,264
1994,7,22,32,"Salt 'N Pepa","None Of Your Business","Rap",99,197
1994,7,14,33,"Public Enemy","Give It Up","R&B",94,281
1994,6,17,33,"Toad The Wet Sprocket","Fall Down","Rock",75,198
1994,1,16,33,"Mint Condition","U Send Me Swingin'","Rock",NA,252
1994,5,8,33,"B.C. 52's, The","(Meet) The Flintstones","Rock",139,142
1994,6,18,34,"Shai","The Place Where You Belong","Rock",95,256
1994,6,20,34,"BLACKstreet","Booti Call","Rock",99,250
1994,10,21,35,"Toni Braxton","How Many Ways","Rock",100,270
1994,9,21,36,"Rappin' 4-Tay","Playaz Club","Rock",99,260
1994,9,20,36,"Anita Baker","Body And Soul","Rock",129,267
1994,1,20,36,"Rod Stewart","Having A Party","Rock",98,252
1994,2,20,37,"OutKast","Player's Ball","Rap",96,220
1994,10,18,37,"Da Brat","Fa All Y'all","Rap",96,197
1994,5,11,38,"Meat Loaf","Objects In The Rear View Mirror May Appear Closer Than They Are","Rock",84,358
1994,10,18,38,"Sting","When We Dance","Rock",NA,290
1993,12,18,39,"Heart","Will You Be There (In The Morning)","Rock",83,260
1993,12,17,39,"Def Leppard","Miss You In A Heartbeat","Rock",134,240
1994,7,20,40,"C & C Music Factory","Do You Wanna Get Funky","Rock",104,265
1994,7,20,40,"Heavy D & The Boyz","Nuttin' But Love","Rap",95,267
1994,5,20,40,"Zhane","Sending My Love","Rock",95,222
1994,7,12,40,"David Ball","Thinkin' Problem","Country",110,175
1994,7,20,41,"Wet Wet Wet","Love Is All Around","Rock",84,239
1994,10,20,41,"Toad The Wet Sprocket","Something's Always Wrong","Rock",134,290
1994,10,17,41,"John Mellencamp","Dance Naked","Rock",128,178
1993,12,16,41,"Haddaway","Life (Everybody Needs Somebody To Love)","Electronic",102,247
1994,6,14,41,"Ce Ce Peniston","I'm Not Over You","Rock",102,252
1993,11,16,42,"Eazy-E","Real Muthaphuckkin G's","Rap",85,336
1994,7,10,42,"Spin Doctors","You Let Your Heart Go Too Fast","Rock",127,225
1994,4,20,42,"Cranberries, The","Dreams","Rock",128,265
1994,2,20,42,"John Michael Montgomery","I Swear","Country",85,260
1994,7,20,43,"Terror Fabulous","Action","Reggae",NA,228
1993,10,20,43,"Zapp & Roger","Slow And Easy","Rock",NA,269
1994,6,19,43,"Live","Selling The Drama","Rock",124,198
1994,5,12,44,"Huey Lewis & The News","(She's) Some Kind Of Wonderful","Rock",127,184
1993,10,20,45,"UB40","Higher Ground","Rock",101,260
1994,5,12,45,"Arrested Development","Ease My Mind","Rap",96,253
1994,2,19,46,"M.C. Hammer","It's All Good","Rap",NA,253
1994,4,15,46,"Xscape","Love On My Mind","Rap",101,218
1993,11,18,47,"Tribe Called Quest, A","Award Tour","Rap",96,207
1994,2,11,47,"Shaquille O'Neal","I'm Outstanding","Rap",100,245
1994,3,20,48,"Keith Sweat","How Do You Like It?","Rock",94,268
1994,11,14,48,"Aerosmith","Blind Man","Rock",77,240
1994,7,8,50,"Roxette","Sleeping In My Car","Rock",NA,227
1994,6,10,51,"Boston","I Need Your Love","Rock",NA,247
1994,8,13,51,"Tokens, The","The Lion Sleeps Tonight (Wimoweh)","Rock",123,155
1994,4,14,52,"Gabrielle","I Wish","Rock",99,226
1993,12,15,53,"Lisette Melendez","Goody Goody","Rock",82,247
1994,8,20,54,"Huey Lewis & The News","But It's Alright","Rock",117,170
1994,1,17,54,"SWV","You're Always On My Mind","Rock",NA,278
1994,3,11,54,"Queen Latifah","Just Another Day","Rap",86,264
1994,6,13,55,"Atlantic Starr","I'll Remember You","Rock",70,253
1994,8,7,55,"R. Kelly","Summer Bunnies","Rock",NA,245
1993,11,20,56,"Collage","I'll Be Loving You","Other",125,225
1994,3,17,56,"Sudden Change","Comin' On Strong","Rock",86,252
1994,8,13,56,"Sophie B. Hawkins","Right Beside You","Rock",125,277
1994,10,16,57,"Weezer","Undone-The Sweater Song","Rock",80,300
1994,4,16,57,"H-Town","Part Time Lover","Rock",NA,240
1994,4,16,57,"Al B. Sure!","I'm Still In Love With You","Rap",NA,222
1994,6,10,57,"Stevie Nicks","Maybe Love Will Change Your Mind","Rock",121,252
1994,11,6,58,"Pearl Jam","Spin The Black Circle","Rock",109,168
1994,11,11,59,"Urge Overkill","Girl, You'll Be A Woman Soon","Rock",114,183
1994,9,16,59,"Usher","Can U Get Wit It","Rock",NA,253
1994,4,10,60,"Sheryl Crow","Leaving Las Vegas","Rock",NA,254
1994,3,16,60,"Wu-Tang Clan","C.R.E.A.M. (Cash Rules Everything Around Me)","Rap",90,235
1994,8,8,60,"Edie Brickell","Good Times","Rock",NA,187
1994,10,15,60,"Rolling Stones, The","Out Of Tears","Rock",NA,258
1993,12,13,61,"U2","Stay (Faraway, So Close!)","Rock",94,292
1994,7,16,61,"Patti LaBelle","The Right Kinda Lover","Rock",104,267
1994,1,15,61,"K7","Zunga Zeng","Rap",NA,235
1994,10,16,62,"Keith Sweat","Get Up On It","Rock",124,301
1994,1,17,63,"Sagat","Funk Dat (WHY IS IT?)","Electronic",118,254
1994,1,13,63,"Mary J. Blige","You Don't Have To Worry","Rock",94,240
1993,12,11,63,"Shai","Yours","Rock",122,246
1994,2,9,63,"Aretha Franklin","A Deeper Love","Rock",121,277
1994,3,9,65,"Tribe Called Quest, A","Electric Relaxation (Relax Yourself Girl)","Rap",98,222
1994,9,9,65,"Jon Secada","Whipped","Rock",NA,225
1994,1,7,65,"Cypress Hill","We Ain't Goin' Out Like That","Rap",100,267
1994,7,10,66,"Crash Test Dummies","Afternoons And Coffeespoons","Rock",122,230
1994,1,6,66,"New Kids On The Block","Dirty Dawg","Rock",NA,200
1994,10,20,67,"Fu-Schnickens","Breakdown","Rap",97,246
1994,3,9,69,"Guns N' Roses","Since I Don't Have You","Rock",71,251
1993,12,11,69,"Joe Diffie","John Deere Green","Country",105,210
1994,7,13,70,"Queen Latifah","Weekend Love","Rap",98,249
1994,1,7,70,"To Be Continued..","One On One","Rap",61,286
1994,11,15,71,"Silk","I Can Go Deep","Rock",NA,385
1994,5,8,71,"Pretenders, The","Night In My Veins","Rock",89,197
1994,9,13,72,"Jade","5-4-3-2 (Yo! Time Is Up)","Rock",76,243
1994,2,12,72,"Tori Amos","God","Rock",75,230
1994,5,10,72,"Vince Gill","Whenever You Come Around","Country",115,255
1994,4,6,72,"Simple E","Play My Funk","Rock",94,223
1994,5,19,73,"Sarah McLachlan","Possession","Rock",96,270
1994,8,10,73,"John Michael Montgomery","Be My Baby Tonight","Country",78,170
1994,6,7,73,"Pink Floyd","Take It Back","Rock",NA,357
1994,2,6,73,"Me'Shell Ndegeocello","If That's Your Boyfriend (He Wasn't Last Night)","Rock",NA,217
1994,12,6,74,"Steve Perry","Missing You","Rock",132,227
1994,7,10,74,"OutKast","Southernplayalisticadillacmuzik","Rap",NA,243
1994,8,10,76,"Whitehead Bros.","Your Love Is A..","Rock",126,273
1994,10,10,77,"Sarah McLachlan","Good Enough","Rock",89,252
1994,3,8,77,"Billy Joel","Lullabye (Goodnight, My Angel)","Rock",81,203
1994,3,18,78,"Candlebox","You","Rock",130,257
1994,9,7,78,"Karyn White","Hungah","Rock",98,261
1994,8,6,80,"Big Mountain","Sweet Sensual Love","Reggae",82,221
1994,3,3,80,"Lenny Kravitz","Heaven Help","Rock",NA,190
1994,3,3,80,"Lenny Kravitz","Spinning Around Over You","Rock",123,215
1994,10,7,80,"Digable Planets","9th Wonder (Blackitolism)","Rap",NA,235
1994,10,5,81,"Tracy Byrd","Watermelon Crawl","Country",NA,181
1993,11,9,82,"Trisha Yearwood","The Song Remembers When","Country",79,231
1994,5,5,82,"Tony! Toni! Toné!","Leavin'","Rock",NA,237
1994,2,10,83,"Little Texas","My Love","Country",103,240
1994,2,6,83,"Mr. Big","Ain't Seen Love Like That","Rock",93,206
1994,11,9,84,"Tracy Lawrence","I See It Now","Country",89,213
1994,1,3,84,"Tag Team","Addams Family (Whoomp!)","Rap",132,227
1994,11,9,84,"Joshua Kadison","Picture Postcards From L.A.","Rock",135,266
1994,9,9,84,"Joe Diffie","Third Rock From The Sun","Country",75,164
1994,4,6,84,"Exposé","In Walked Love","Rock",86,282
1994,9,5,84,"Inner Circle","Games People Play","Reggae",85,204
1994,6,3,84,"Spin Doctors","Cleopatra's Cat","Rock",100,238
1994,2,2,84,"Shabba Ranks","Family Affair","Reggae",101,240
1994,8,4,85,"Keith Sweat","When I Give My Love","Rock",NA,362
1994,4,6,86,"2 In A Room","El Trago (The Drink)","Electronic",NA,392
1994,11,3,86,"Sass Jordan","Sun's Gonna Rise","Rock",NA,168
1994,4,6,87,"After 7","Gonna Love You Right","Rock",NA,246
1994,11,3,87,"Slick Rick","Behind Bars","Rap",95,197
1994,4,2,87,"2 Pac","Papa'z Song","Rap",NA,276
1994,7,6,88,"Kathy Troccoli","Tell Me Where It Hurts","Gospel",90,231
1994,2,5,88,"Bjork","Big Time Sensuality","Rock",121,231
1994,2,2,88,"Vince Gill","Tryin' To Get Over You","Country",120,216
1994,3,6,89,"Shyheim","On And On","Rap",94,220
1994,10,6,90,"Mary Chapin Carpenter","Shut Up And Kiss Me","Country",120,220
1994,10,6,90,"Tanya Blount","Through The Rain","Rock",75,302
1994,2,3,90,"Too Short","Money In The Ghetto","Rap",121,344
1994,11,3,90,"Ce Ce Peniston","Hit By Love","Rock",119,275
1994,8,5,91,"Rolling Stones, The","Love Is Strong","Rock",111,222
1994,4,4,91,"Knack, The","My Sharona","Rock",NA,237
1995,1,1,91,"Tractors, The","Santa Claus Boogie","Country",80,228
1994,8,7,92,"Bonnie Raitt","You","Rock",NA,252
1994,3,2,92,"Elton John","Don't Go Breaking My Heart","Rock",NA,240
1994,7,2,92,"Jamie Foxx","Infatuation","Rap",NA,237
1994,5,5,93,"Smif-N-Wessun","Bucktown","Rap",89,255
1994,5,3,93,"Sweet Sable","Old Times' Sake","Rock",81,261
1994,7,2,94,"E-40","Captain Save A Hoe","Rap",67,300
1994,8,5,95,"Celine Dion","Think Twice","Rock",NA,246
1994,3,3,97,"Brooks & Dunn","Rock My World (Little Country Girl)","Country",120,212
1994,10,4,98,"Youssou N'Dour","7 Seconds","Other",77,240
1994,6,3,99,"Sounds Of Blackness","I Believe","Gospel",64,225
1993,8,29,1,"Mariah Carey","Dreamlover","Rock",100,233
1993,5,23,1,"Janet Jackson","That's The Way Love Goes","Rock",97,267
1993,5,29,1,"UB40","Can't Help Falling In Love","Rock",85,198
1993,1,25,1,"Snow","Informer","Rap",98,245
1993,9,22,1,"Meat Loaf","I'd Do Anything For Love (But I Won't Do That)","Rock",60,308
1993,10,30,1,"Mariah Carey","Hero","Rock",120,257
1993,2,24,1,"Silk","Freak Me","Rock",133,268
1993,4,26,1,"SWV","Weak","Rock",NA,256
1993,10,23,1,"Janet Jackson","Again","Rock",130,227
1992,12,23,1,"Peabo Bryson & Regina Bell","A Whole New World","Rock",108,238
1993,5,45,2,"Tag Team","Whoomp! There It Is","Rap",129,267
1993,9,36,2,"Ace Of Base","All That She Wants","Rock",93,207
1993,7,22,2,"SWV","Right Here (Human Nature)","Rock",94,224
1993,1,27,2,"Dr. Dre","Nuthin' But A ""G"" Thang","Rap",94,233
1993,9,21,2,"Xscape","Just Kickin' It","Rap",81,200
1993,4,25,3,"H-Town","Knockin' Da Boots","Rap",NA,269
1992,11,20,3,"Boyz II Men","In The Still Of The Nite (I'll Remember)","R&B",117,166
1993,1,22,3,"Duran Duran","Ordinary World","Rock",70,344
1993,7,27,3,"Billy Joel","The River Of Dreams","Rock",NA,239
1993,1,28,3,"Vanessa Williams & Brian McKnight","Love Is","Rock",80,285
1993,6,20,3,"Proclaimers, The","I'm Gonna Be (500 Miles)","Rock",131,210
1993,2,20,4,"Whitney Houston","I Have Nothing","Rock",76,282
1993,7,27,4,"Janet Jackson","If","Rock",105,274
1993,10,20,4,"D.R.S.","Gangsta Lean","Electronic",66.7,245
1992,10,24,4,"Shanice","Saving Forever For You","Rock",133,260
1993,6,24,4,"Jodeci","Lately","Rock",122,266
1993,1,23,4,"Whitney Houston","I'm Every Woman","Rock",119,287
1992,12,35,4,"Jade","Don't Walk Away","Rock",102,250
1993,10,25,4,"Salt 'N Pepa","Shoop","Rap",96,237
1993,5,20,4,"Onyx","Slam","Rap",98,217
1993,6,26,5,"Soul Asylum","Runaway Train","Rock",117,260
1993,4,22,5,"Rod Stewart","Have I Told You Lately (Live)","Rock",71,240
1992,8,39,5,"Snap!","Rhythm Is A Dancer","Electronic",124,231
1993,4,28,5,"Robin S","Show Me Love","Electronic",NA,255
1993,2,27,6,"SWV","I'm So Into You","Rock",99,246
1992,12,24,6,"Arrested Development","Mr. Wendal","Rap",109,243
1993,3,21,6,"PM Dawn","Looking Through Patient Eyes","Rap",102,244
1993,8,24,6,"Zhane","Hey Mr. D.J.","Rock",102,253
1993,2,20,6,"Ugly Kid Joe","Cats In The Cradle","Rock",75,240
1993,6,21,7,"Tony! Toni! Toné!","If I Had No Loot","Rock",106,244
1993,7,20,7,"Michael Jackson","Will You Be There","Rock",82,213
1993,10,28,7,"Bryan Adams","Please Forgive Me","Rock",134,355
1993,4,25,7,"Duran Duran","Come Undone","Rock",86,278
1992,11,23,7,"Prince","7","Rock",111,304
1993,1,29,7,"Spin Doctors","Two Princes","Rock",103,255
1992,12,17,7,"Madonna","Deeper And Deeper","Rock",119,290
1993,7,26,7,"Toni Braxton","Another Sad Love Song","Rock",NA,245
1993,3,29,8,"Exposé","I'll Never Get Over You (Getting Over Me)","Rock",83,225
1993,5,20,8,"Dr. Dre","Dre Day","Rap",93,288
1993,5,20,8,"Inner Circle","Bad Boys","Reggae",87,228
1993,1,22,8,"Naughty By Nature","Hip Hop Hooray","Rap",99,265
1993,5,24,9,"Tina Turner","I Don't Wanna Fight","R&B",92,257
1993,1,20,10,"Bon Jovi","Bed Of Roses","Rock",82,396
1993,9,20,10,"Tony! Toni! Toné!","Anniversary","Rock",89,226
1992,12,30,10,"Paperboy","Ditty","Rap",99,238
1993,6,25,10,"Shai","Baby I'm Yours","Rock",144,230
1993,1,24,10,"Shai","Comforter","Rock",121,252
1993,8,26,11,"Haddaway","What Is Love","Electronic",123,269
1992,11,23,11,"Portrait","Here We Go Again","Rock",NA,234
1993,7,25,11,"2 Pac","I Get Around","Rap",96,261
1993,5,25,11,"95 South","Whoot, There It Is ","Rap",NA,423
1993,1,40,12,"Duice","Dazzey Duks","Electronic",132,237
1993,7,26,12,"Aerosmith","Cryin'","Rock",105,309
1993,9,20,12,"Def Leppard","Two Steps Behind","Rock",NA,248
1993,6,22,13,"Brian McKnight","One Last Cry","Rock",NA,259
1993,8,20,13,"DJ Jazzy Jeff & The Fresh Prince","Boom! Shake The Room","Rap",100,227
1993,4,18,14,"Michael Jackson","Who Is It","Rock",123,239
1993,1,16,14,"Bobby Brown","Get Away","Rock",NA,280
1992,7,30,14,"N2Deep","Back To The Hotel","Rap",100,306
1993,4,26,14,"4 Non Blondes","What's Up","Rock",135,291
1992,12,22,14,"Positive K","I Got A Man","Rap",103,224
1993,7,20,14,"Madonna","Rain","Rock",92,268
1992,11,20,14,"Go West","Faithful","Rock",107,262
1992,12,25,14,"Jeremy Jordan","The Right Kind Of Love","Rock",89,266
1993,3,20,15,"Ice Cube","It Was A Good Day","Rap",82,258
1992,12,20,15,"En Vogue","Give It Up, Turn It Loose","Rock",NA,240
1993,1,20,15,"Digable Planets","Rebirth Of Slick (Cool Like Dat)","Rap",NA,244
1993,3,17,15,"Boy George","The Crying Game","Rock",100,202
1993,8,25,16,"Inner Circle","Sweat (A La La La La Long)","Reggae",86,226
1993,5,20,17,"Captain Hollywood Project","More And More","Electronic",125,245
1993,3,20,17,"Green Jelly","Three Little Pigs","Rock",NA,283
1993,2,20,17,"Sting","If I Ever Lose My Faith In You","Rock",97,258
1993,1,20,18,"Boy Krazy","That's What Love Can Do","Rock",117,203
1992,12,23,18,"Kenny G","Forever In Love","Jazz",NA,290
1992,11,20,18,"Toad The Wet Sprocket","Walk On The Ocean","Rock",122,214
1993,4,20,18,"Aerosmith","Livin' On The Edge","Rock",84,369
1993,1,22,18,"Jon Secada","Angel","Rock",106,249
